pathway	Juan01	Juan02	Juan03	Juan04	Juan05	Juan06	Juan07	Juan08	Juan09	Juan10	Juan11	Juan12	Juan13	Juan14	Juan15	Juan16	Juan17	Juan18	Juan19	Juan20	Juan21	Juan22	Juan23	Juan24	Juan25	Juan26	Juan27	Juan28	Juan29	Juan30	Juan31	Juan32	Juan33	Juan34	Juan35	Juan36	Juan37	Juan38	Juan39	Juan40	Juan41	Juan42	Juan43	Juan44	Juan45	Juan46	Juan47	Juan48	Juan49	Juan50	Juan51	Juan52	Juan53	Juan54	Juan55	Juan56	Juan57	Juan58	Juan59	Juan60	Juan61	Juan62	Juan63	Juan64	Juan65	Juan66
PWY-5973	64014.9514	79695.8082	83122.2378	72200.9969	80336.4595	92997.9335	94783.6184	61921.8502	99119.0502	94972.2922	104550.6254	72545.1467	56361.9553	88904.1296	109522.456	24305.048	39339.1646	39328.6523	75326.3573	58572.2749	54903.0993	91778.9528	69859.3321	65878.648	99148.023	88854.7311	83445.761	28524.3051	50671.7296	60484.9532	73730.4097	33737.969	61210.0882	76879.3586	80720.0574	74973.2084	99034.3417	60707.4365	101555.9345	67090.5988	64088.1955	75801.6552	76255.577	36600.9785	72178.8085	23865.8004	29500.8799	34809.0341	131941.824	90009.4664	89779.7938	108718.4478	105303.6967	107228.1187	76273.7797	50321.1837	78646.7173	71172.2152	94825.2632	81616.1074	196617.969	142023.6228	155232.6339	130198.6015	113766.0409	101084.0685
PWY-5989	23946.8141	29044.5298	33458.5905	43666.1295	44077.4476	55904.787	53199.4672	30772.3574	45167.6097	36316.0725	37226.0727	22550.0044	18207.8044	27990.7911	44296.374	2606.6923	6207.3998	4999.841	25239.2075	20142.8155	18532.6102	33120.3291	24299.9827	22652.3948	38406.4137	31405.6124	31733.7786	10069.2367	16746.5831	19237.7646	27811.9349	12343.7011	24003.5879	46837.2689	45952.3344	38236.6124	48790.7627	24458.4981	41949.9722	23735.4759	21497.6515	25320.2856	29498.8532	13466.9509	24690.6798	3148.4854	3579.5727	7012.1803	43502.2706	28448.4067	29404.8028	37465.1188	36526.7148	35191.6335	27161.3242	17355.2942	27530.0228	22944.4015	34954.5691	25386.3333	91551.3923	65467.2575	72558.2159	61277.9632	53722.8388	43533.3725
PWY-6071	7854.9815	9922.0043	10807.5515	11095.8429	12930.3262	11367.3742	13460.6631	8673.2702	13508.4775	12474.7377	13913.0079	9514.5841	7849.5797	10801.0449	13395.3977	2755.9518	4780.3541	4585.5591	3582.0419	2813.8958	2679.2881	4690.5549	4624.2179	3397.0613	4592.4428	4140.3343	3863.0148	1501.4122	2387.6619	2920.1819	9102.4635	3874.982	6871.6459	12009.9206	10979.649	10536.4643	15283.3989	8461.3735	15723.2748	8901.2624	8712.0196	9283.3568	10613.2102	4101.4732	8376.4938	2961.9726	3490.7306	5127.8627	6429.6553	4261.1864	4288.6376	5130.7034	4753.0022	4590.5591	3534.2832	2348.4631	3600.7869	3246.8772	4518.6881	3591.9253	9588.8851	7181.7158	7902.8739	8215.3286	7796.6371	6480.4217
PWY-6107	98.4672	170.5906	290.3245	656.8664	867.5537	1481.757	876.4824	470.4517	894.421	449.8736	387.9127	468.7179	242.2116	531.6774	625.3999	336.4484	304.6616	258.755	565.4204	375.4988	409.244	675.1262	422.5545	459.6249	622.9411	565.2372	516.3306	197.0067	388.6063	429.6049	231.0417	43.7192	121.5512	732.1499	852.7668	646.1942	707.8157	368.1182	467.5516	247.2687	263.0224	383.2684	297.848	204.4319	240.4802	204.7366	174.9359	307.9571	773.8795	687.1567	610.0177	744.2792	626.2697	639.6572	509.3362	384.242	486.8638	512.8055	637.7377	449.9109	323.3673	278.8894	360.226	16.4943	0.0	20.989
PWY-6121	49757.2679	62680.3253	65993.5082	53202.9447	61384.1155	68717.3792	71670.5938	43869.8813	74674.4191	69530.0804	80092.3463	55846.6063	44256.759	67554.2306	84145.2722	27859.9153	46615.964	45937.7242	69222.8344	53179.6761	50744.184	81948.1753	63544.3115	58980.8537	86215.3961	79298.6776	73806.6153	25514.5431	46308.5351	55648.9327	59672.2313	27165.1209	48966.134	57137.8903	58902.7557	56529.8496	74586.9455	47742.4541	81374.6565	49030.2998	50213.8547	59309.1262	59765.1588	28363.8715	56491.9665	27958.1744	33818.591	34592.5683	118624.4133	81541.5597	82023.591	95766.277	94818.1554	95794.4532	67761.1523	45634.1339	71292.8835	65661.0282	84234.5949	76170.4925	146617.5292	107082.9082	117677.6542	115979.7446	103178.2685	90393.5232
PWY-6122	49805.4066	62366.3285	65874.827	52513.7275	60815.4382	68316.5952	70691.3675	43511.517	73917.7173	69214.7708	79814.7823	55896.0281	44069.1513	67468.5402	83907.9377	28768.2958	48097.6405	47420.9191	71350.3535	54802.5143	52310.7119	84146.6688	65340.1742	60739.0804	88611.0556	81576.0448	75841.2388	26298.8545	47746.1254	57392.5163	59675.6251	27251.6166	49039.328	56300.9571	58343.2866	56301.5375	73780.5027	47384.6777	80623.0813	48827.9387	50109.7146	59243.4015	59153.9783	28200.1854	56213.4214	28888.7916	34936.5102	35496.7624	122210.2983	84067.1253	84491.462	98510.9655	97605.4137	98722.899	69650.5951	46984.3498	73311.781	67752.5874	86831.8558	78639.5464	148763.3903	108816.7741	119392.6861	117359.7182	104403.7619	91699.6175
PWY-6123	42012.4367	53219.742	55753.9151	44454.3561	51477.4948	58168.8183	60661.5065	36886.4359	62468.6305	58640.7712	67918.6007	47641.3485	37282.1229	57034.48	70645.2094	24907.5258	41708.5924	41192.7516	54983.1158	42161.7217	40119.094	64683.2761	50145.5736	47121.7936	68606.8325	62668.5302	58708.6969	20433.1761	36880.2785	44179.6386	50590.6904	23261.7231	41421.0734	47467.0218	49316.735	47690.0601	62975.6592	40329.7725	68528.0687	41363.6659	42425.8307	50405.6051	50268.7986	23891.3038	47479.9066	24939.0819	30010.8052	30390.5896	94396.8956	65162.5312	65243.9026	75394.6888	74508.4541	75691.786	53873.8852	36039.2083	56273.2426	51959.4112	66748.1627	59774.4818	125428.5235	91631.9848	100728.9317	99558.9511	88554.9564	77483.2221
PWY-6125	46804.4032	59239.7039	61884.0107	51156.3982	58848.6912	65627.3187	69165.2699	42200.6979	70922.6474	65692.1577	76501.9966	53311.7567	42118.895	64469.1494	79964.8051	28275.6531	47138.334	46623.0234	63258.4576	48494.2425	46369.3077	74478.6395	57997.5699	54082.7159	78596.1642	71678.945	67325.9331	23525.3842	42414.4581	50797.6499	56333.0059	26072.911	46130.8018	54471.7205	56739.9754	54570.5302	71412.2657	45723.9233	77707.9603	46234.5262	47861.201	56556.0361	57016.0497	27018.4501	53897.3341	28556.5459	34342.126	34964.6038	108141.5246	74594.712	75200.683	86603.3251	85405.5759	86864.6058	61802.303	41390.772	64746.3934	59766.6945	76697.527	68579.181	143618.7049	105557.3618	115510.5532	115504.1214	103598.6251	89964.3155
PWY-6126	51364.1747	64687.3085	67952.6958	54906.8896	63233.2205	70107.2242	74093.7341	45343.867	76590.2092	71649.7999	83138.602	58050.6261	46023.3008	70106.9512	87055.8125	29374.6736	49113.5873	48339.9002	70429.3942	54007.2967	51830.2765	83337.9353	64711.8201	60236.1577	87809.798	80434.3854	75247.403	25977.1956	47042.6941	56455.5947	61522.9421	28285.7199	50470.7874	58700.7484	60649.6489	58580.5312	76945.2779	49323.2575	83942.0738	50378.8773	51862.8775	61296.2943	61965.8186	29327.4193	58484.6693	29454.0265	35622.8115	36435.2968	120503.6229	82798.3541	83554.7489	97147.3782	95801.956	97180.5106	69020.3158	46343.6694	72413.8582	66545.8967	85424.5853	76788.0697	150952.8356	110368.3396	121061.5439	119381.1829	106541.0963	93054.2564
PWY-6147	39590.2511	50335.1125	53000.6387	46302.1291	52850.522	58848.2055	61364.2893	36936.0358	62555.7091	55668.6624	65617.9206	45414.5174	36553.33	55891.7717	69559.6342	19576.4959	31759.4627	32416.4495	42647.336	32893.7227	30947.8406	50465.1088	39706.6617	36598.3102	53399.4766	48416.0564	45397.699	15895.8537	28698.261	34223.4631	47633.984	21967.3127	39426.2039	49762.9072	49846.0957	47628.2904	63346.3032	40099.7748	68741.611	39458.4236	40834.9917	48313.871	48562.6842	23669.0399	46732.1174	19512.2716	23468.2322	25406.2852	73090.4444	50846.2461	51688.4055	57114.5449	57219.7937	58664.4342	41636.2506	27901.2769	43560.185	40625.4062	51738.0806	45929.3983	128539.7137	95144.3956	103489.8848	111326.4369	100396.7827	87359.397
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.736	0.0	26.3284	0.0	0.0	0.0	16.7841	26.3578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.8987	23.9602	11.9903	14.3898	0.0	0.0	0.0	0.0	9.5937	14.3835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151	28472.5768	35026.0357	37541.5555	26745.4753	33741.8289	38126.5772	35155.6956	23559.5855	41004.6532	36573.5743	43782.4656	32209.9981	28390.6055	41430.9937	53100.8724	12523.2867	18196.8464	18378.3145	11341.4914	9642.8345	9122.9217	14739.6376	12373.7736	10682.8764	15703.0687	13904.331	13210.5191	4014.3678	6913.9355	8266.5763	33250.7444	16235.5351	28952.1895	30353.2767	29712.7649	29895.7824	40980.4574	27415.0639	46767.9046	25595.1484	28216.8945	33209.5011	33959.5043	17796.016	35566.6055	11069.3927	14359.3959	15680.0121	21280.1419	13674.555	14030.1369	15678.6533	15061.6323	15673.8558	12009.1636	7905.7162	12427.9738	9582.4035	12984.4259	11326.448	79169.1613	57243.8353	61762.3458	61756.5448	54554.6837	50241.4044
PWY-6163	41938.6599	52563.1969	55533.7722	45082.1618	53258.2255	59847.9321	60610.4273	36821.5887	61579.6882	57657.7611	67243.6619	46962.3692	36688.153	56246.9557	69746.4374	24942.7298	41741.3098	41201.3571	61788.9174	47317.4187	45366.5218	72952.9702	56337.8546	52817.6745	76850.9715	70177.8643	65770.6038	22807.2194	41207.3156	49447.5735	50380.1348	23207.7016	41334.8325	48582.3228	50603.8578	48780.4367	62523.3719	39819.459	68123.7127	40319.0581	41896.7626	49587.6755	49663.8905	23556.8027	46899.1097	25130.0129	30224.3416	30813.4958	105506.952	72635.0814	73142.8646	85325.0628	84171.8124	85252.7672	60474.3692	40538.2992	63200.5514	58413.5584	75003.7881	67408.0635	129617.3532	94859.4021	103974.2134	104240.5914	93229.8544	81345.949
PWY-6165	1.5991	0.0	0.0	0.0	1.598	0.0	0.0	0.0	0.0	0.0	0.0	1.5984	0.0	0.0	0.0	4.7887	11.1721	17.5196	4.799	0.0	5.5983	7.9977	1.5999	0.0	0.0	3.9994	0.0	0.0	5.5979	0.0	0.0	0.0	2.3979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1963	0.0	15.1433	21.4369	8.798	11.9945	7.1981	0.0	0.0	0.0	1.5999	0.0	11.1949	0.0	4.7992	4.7992	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6167	1409.9468	1015.643	1671.8417	407.2345	657.0267	1110.7754	672.1884	410.5386	1381.7165	1021.5	1379.4297	745.7306	616.1253	1008.552	1335.948	1196.6275	2754.8749	2375.199	19452.0765	14794.6405	14840.4587	23446.2128	17933.0892	16085.5247	23551.2262	22831.4119	20469.7515	6906.1469	12658.5459	15575.3807	1491.8513	564.3307	1331.0495	1321.2651	1029.529	993.137	959.2105	775.3089	1375.964	588.2075	1327.0037	1009.876	1464.0258	697.7367	1339.7847	2139.7354	2657.6136	1791.9435	32513.2108	21789.8149	22541.3389	28279.2516	28204.6796	27822.769	18855.0812	13285.015	20392.0223	18966.7949	23977.6346	23089.8496	439.746	211.601	339.9037	0.0	0.0	10.9554
PWY-6174	196.0749	267.0467	308.5844	310.6933	529.5299	683.3355	541.7491	311.5445	627.1351	616.1037	713.8493	370.9797	292.0607	489.2428	481.8318	0.0	0.0	20.7891	204.0887	123.6972	227.1422	300.1753	269.5506	372.8502	613.3118	163.1887	437.5408	76.0517	110.8864	104.2032	280.972	112.5135	264.121	567.3158	656.7106	591.4018	716.236	485.9724	793.4278	420.7019	476.1619	419.166	442.6075	154.7275	360.2428	0.0	122.5696	189.7422	423.2044	122.8697	289.7884	475.124	355.3819	558.8359	428.6748	142.9002	283.6027	114.7197	380.6577	390.318	1578.7276	798.1653	917.5019	736.238	726.6549	562.0882
PWY-6182	5770.3125	8574.7774	8218.5792	7745.5066	10113.3774	7529.4057	10713.4725	5804.202	10451.2667	7921.1304	9379.4478	5650.1328	5560.0192	7888.034	10031.6176	1134.2992	1856.9769	1721.1207	2624.8035	2071.7837	1980.3503	3217.7808	2836.6317	2310.4431	3112.9926	2707.4283	2737.7124	976.7845	1836.1555	1981.5081	6963.1528	3147.2223	5523.3159	10007.539	8665.6804	6830.6377	11051.186	5791.6369	11646.6331	4611.4939	5297.0989	6053.0908	8707.0102	3875.682	7272.9397	1083.4659	1092.1325	1690.6627	4197.673	3098.3201	3335.5997	3595.8198	3669.7118	3532.0364	2475.8831	1527.2592	2614.1992	2391.9904	3196.1841	2672.7037	9538.8863	6494.4978	6678.883	8625.3747	8346.7252	6830.707
PWY-6185	5790.0858	8839.7034	8265.2576	6814.8733	9391.6234	6330.7536	10031.1238	5173.4913	10142.5613	7310.9293	9130.9707	5209.3432	5896.7853	7859.8256	10129.4215	412.1422	1078.1611	938.0837	1619.8855	1302.6243	1235.9101	2127.0129	2034.9366	1532.9836	2079.9282	1793.5028	1767.1306	708.5824	1114.0203	1321.9653	7205.4012	3245.1097	5673.2253	9682.6466	7912.2989	6703.7035	10916.9016	5875.9362	12306.614	4336.2693	5094.2275	5741.1881	9061.3914	4035.9721	7727.8539	540.4071	517.9515	1089.093	2869.235	1992.5236	1997.5141	2416.9052	2264.6534	2121.0123	1610.8316	1048.7294	1669.1325	1485.9333	2102.6663	1655.0588	10115.5624	6782.2493	6781.3038	8279.2333	7882.0212	6554.5068
PWY-621	21141.5377	24278.8028	26637.9738	22290.0201	26663.6972	25832.9023	28898.8875	18941.4105	30539.0392	26674.5439	32676.9274	23980.3666	24699.6937	34256.0966	42847.597	8508.6253	13200.8252	13404.0871	11427.9488	8639.2261	9277.6298	14156.5202	11377.5557	10424.0312	12632.8729	10428.4962	10558.2582	3507.9532	6663.3164	7880.7679	22262.6329	10900.6798	19574.6103	22235.7841	19863.6282	19750.5346	33083.3703	19743.308	34208.1373	17318.118	19747.2035	23835.801	25886.2773	13919.0654	27924.0357	7868.9498	10324.5846	10809.9803	18390.6566	11273.3193	12400.4248	13918.0006	13444.7331	13364.1459	10110.1533	5894.7525	10155.4764	8619.458	11317.7001	11037.8963	49395.509	36143.735	38654.8481	40135.4073	34921.7494	34567.8021
PWY-6210	417.3062	718.3293	525.4857	1709.4385	1588.8014	1376.8135	1722.8492	868.8828	1965.5807	1251.4453	1530.8028	924.4837	502.1593	1048.4392	1363.2272	286.2119	595.809	520.6274	1158.6948	793.55	774.9842	1373.5017	1045.1271	847.5101	1612.5127	1278.3277	1281.165	414.3009	689.3973	938.4123	662.1786	448.3413	634.0135	1639.987	1812.5772	1775.8812	1948.8854	1437.5324	1920.616	891.113	1002.8357	1243.6859	954.0172	432.1252	852.0165	340.2405	382.7882	681.879	1871.9778	1312.9163	1393.062	1439.4073	1319.6447	1390.2317	1066.2536	715.1524	1139.8275	1168.0489	1571.9348	1066.5311	1847.8393	1572.3838	1621.7535	1097.7769	798.8082	679.5436
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.7945	0.0	71.5318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.4874	47.9189	0.0	0.0
PWY-6263	20795.7161	27341.5509	27215.1011	21222.6735	24508.2838	26181.6647	28893.8952	17897.0738	30293.3194	30953.4707	34527.2547	24856.9798	16454.9258	26875.7935	32831.3979	11457.7027	19831.9464	20097.6434	32752.4088	25084.6207	24423.6772	39059.919	30149.2518	28123.401	41272.2263	38610.2539	35402.9325	11847.6199	21848.2462	26432.8139	25234.9185	12208.3286	20159.4698	23162.5	24491.6315	22610.0691	30268.6222	20442.372	33418.8938	22537.1137	21770.9217	25528.4107	24709.9097	11268.1409	22268.7944	12538.6026	15054.987	16937.2522	56655.1848	38012.0625	38247.3437	46873.1527	45825.1254	46000.1756	32460.3143	22153.2384	34489.3925	31169.4653	39903.9515	36872.4299	55642.9345	39953.9568	44096.6227	26900.6457	24669.9169	19993.8286
PWY-6269	22523.6925	28930.6031	30344.5974	21609.7982	25814.5823	28154.0577	29042.5407	18555.5822	34058.8664	30514.6386	36588.2519	26432.7772	21038.3554	32758.4779	40366.8375	9941.364	15701.5577	15818.0733	19709.4729	15336.7696	14192.5664	23715.6247	18216.5902	17157.5196	24692.763	23842.5055	21573.8628	7008.5791	13795.8767	16618.2051	27181.3989	13030.63	23096.8265	25366.1806	23794.3773	23500.3044	34178.8935	22568.3071	39557.3825	21322.8969	23219.6723	28062.1945	27679.9806	14141.9324	27949.2726	9494.8244	11990.6976	12604.6371	35431.8259	24835.358	23658.5136	26508.091	27305.7652	28327.9265	19328.2239	13157.752	20784.6202	19123.0448	22985.1917	23229.1712	49002.1344	35498.0558	38931.6234	34851.0101	31240.0333	27397.187
PWY-6277	49805.4066	62366.3285	65874.827	52513.7275	60815.4382	68316.5952	70691.3675	43511.517	73917.7173	69214.7708	79814.7823	55896.0281	44069.1513	67468.5402	83907.9377	28768.2958	48097.6405	47420.9191	71350.3535	54802.5143	52310.7119	84146.6688	65340.1742	60739.0804	88611.0556	81576.0448	75841.2388	26298.8545	47746.1254	57392.5163	59675.6251	27251.6166	49039.328	56300.9571	58343.2866	56301.5375	73780.5027	47384.6777	80623.0813	48827.9387	50109.7146	59243.4015	59153.9783	28200.1854	56213.4214	28888.7916	34936.5102	35496.7624	122210.2983	84067.1253	84491.462	98510.9655	97605.4137	98722.899	69650.5951	46984.3498	73311.781	67752.5874	86831.8558	78639.5464	148763.3903	108816.7741	119392.6861	117359.7182	104403.7619	91699.6175
PWY-6282	23578.7787	28573.1371	32874.3471	42639.7226	42960.9784	54643.4784	51950.5608	30242.9111	44368.3473	35816.6166	36650.0763	22235.3813	17951.6122	27606.1131	43545.3241	2581.3445	6119.9894	4941.4386	24684.5873	19695.7505	18132.7887	32422.5665	23778.8611	22169.2585	37559.641	30749.2061	31041.4553	9843.9027	16371.7212	18821.8861	27308.9255	12108.9164	23576.0943	45734.8213	44865.9496	37377.9963	47845.2243	23980.7297	41084.7974	23434.8832	21151.9704	24917.5112	28991.2998	13250.1499	24310.5959	3109.1156	3539.935	6895.7395	42601.3622	27851.324	28765.884	36766.5105	35777.9217	34475.3935	26589.4749	16986.2213	26947.3264	22444.865	34160.5591	24858.1048	89596.3012	63964.9109	70929.3311	59293.0514	51868.381	42204.7262
PWY-6317	33187.4573	41713.9974	43049.0399	33671.6416	40926.3713	40382.5163	47770.3941	29142.5766	51242.498	46161.4393	53973.0313	36984.3107	33331.106	48749.5894	61472.1423	23821.6538	38745.0503	39275.7137	39032.214	30173.3691	28736.2011	46071.824	36926.1971	33711.7975	47837.8635	42862.4322	41353.1289	14079.2815	25870.336	31023.2611	38300.5548	17735.9933	31384.2176	37557.3965	38523.8837	37352.7505	51039.499	32405.5019	56598.5098	30633.4771	33039.0819	38995.0554	41814.0975	20352.5416	40947.3926	24258.582	29109.3226	28813.5726	65693.3197	45225.349	46867.3623	52151.6359	51530.8195	53112.6747	37764.8663	24909.2058	40015.4271	36356.1383	46015.0162	41448.8439	100753.4876	74989.0979	79662.4119	80043.8709	72437.6165	65416.1769
PWY-6338	1121.7906	2409.0259	1424.6107	1607.5671	2702.8399	2468.2301	2877.6267	1278.617	2720.4844	1684.201	1669.4804	1155.8338	1102.7997	1992.7688	2430.3066	287.3313	679.7595	509.2303	587.6175	570.0213	453.3606	946.1801	755.8323	825.2677	1109.2226	858.3467	889.9273	191.4434	487.841	481.0543	1557.4716	859.2703	1135.5795	2253.1565	2486.4874	1821.2916	2673.5263	1657.5848	2999.2404	1159.6119	1348.4648	1327.2007	1950.3721	863.6836	1612.763	179.0132	239.9692	335.7038	984.3508	668.1596	809.0057	1020.1672	913.7909	1104.93	706.0333	476.6946	747.5011	549.4409	912.3272	610.0274	2227.1547	1901.8075	2143.1353	474.0061	299.8182	245.233
PWY-6339	4334.5608	6738.2103	5454.8618	3194.1762	4528.1193	4831.4114	4873.0317	2303.6781	4476.4354	3327.1572	4305.2534	2468.0725	2866.5386	4352.4402	5627.8283	2405.1661	3823.3251	4097.4582	1121.3886	1177.7981	859.8192	1939.1184	1338.6625	1413.5587	1970.5739	1703.7843	1828.2072	329.0006	933.4223	812.3282	5472.7886	2693.4336	3944.2231	4770.8607	4145.6021	2973.124	4409.6078	2737.889	6307.4851	2706.0448	3182.3812	3536.1445	4905.4016	2128.1643	3957.0952	2381.8264	2847.3082	2785.0318	1947.7847	1401.5625	1514.9345	2096.7698	1839.31	1960.0273	1497.8972	843.0514	1572.1771	1035.0162	1599.7723	1121.1478	4490.4631	3953.9894	4288.789	1162.3374	0.0	627.1196
PWY-6349	0.0	41.9939	49.9751	0.0	0.0	0.0	0.0	0.0	0.0	124.0112	64.2732	30.5605	0.0	0.0	48.7013	27.3194	54.7708	54.621	116.6997	47.7159	144.4006	119.8658	111.7222	261.8192	244.1937	280.5577	360.8713	17.9134	16.9578	18.9573	34.9346	0.0	0.0	70.6229	41.7504	0.0	0.0	0.0	71.5067	0.0	31.0295	66.7236	31.119	0.0	0.0	39.1436	43.1495	38.959	154.6246	82.4141	136.4558	301.0767	214.9971	441.8315	208.6209	121.9252	185.8381	43.8152	37.89	32.9159	28.5245	14.4288	18.4634	0.0	0.0	5.4189
PWY-6350	0.0	50.7175	60.9578	0.0	0.0	0.0	0.0	0.0	0.0	140.5386	77.3187	36.9185	0.0	0.0	59.0696	33.5286	67.3942	67.0359	145.3244	59.5235	179.4133	149.3532	139.1067	323.9098	303.2421	348.0206	446.1081	22.3546	21.1791	23.6784	42.8369	0.0	0.0	84.4832	50.4612	0.0	0.0	0.0	85.6226	0.0	38.0472	79.0388	38.2229	0.0	0.0	48.2353	53.2601	47.8633	192.6973	102.7676	169.9151	373.8865	267.4852	546.8689	258.9615	151.5376	230.9741	54.6898	47.3154	41.1089	33.7017	16.9968	22.0205	0.0	0.0	4.6664
PWY-6353	34412.8178	46149.7083	46179.1122	42296.989	50886.73	54189.9458	59359.7578	33181.0208	55313.3728	47360.9962	53869.6273	36339.2741	31015.3121	46816.6057	59103.4177	23907.232	38714.7687	39376.1837	38281.215	29326.8238	27940.5931	44138.2766	35764.9835	32630.3822	46259.1128	40502.626	39755.4378	14116.3216	25173.275	29857.9997	40726.355	19604.1998	33165.896	45791.4002	47562.2322	43567.9291	57937.4255	34700.0441	62780.8628	30731.3139	33536.9168	39842.8925	45341.1947	20479.4341	40228.1941	24510.036	28953.2793	29572.0113	63340.8647	44009.0728	45560.9862	48971.552	48546.1583	49543.8542	36185.344	23771.7777	37594.5429	35380.2898	45533.1464	39219.926	99277.4606	75958.9932	79269.9618	100304.8436	93960.1899	79532.8347
PWY-6383	5730.3009	8518.499	7140.2923	9967.7792	12937.1758	11961.7554	14412.2858	8067.5304	10920.5216	8861.338	11954.2917	7879.2469	5646.9604	9042.142	11245.8588	10891.2921	17636.4181	18766.8893	9672.6305	7265.4521	7070.4417	11087.1136	9520.1787	8271.1648	10692.8818	8953.3832	9377.8007	3682.6952	6532.931	7535.0077	7338.5812	4222.1493	5054.9324	10186.3342	11428.4281	11090.2151	11884.3047	7590.1023	13718.0363	5781.7189	7511.0684	8943.18	9127.1687	3767.8896	7540.7818	11952.1214	13631.3688	12905.3484	15197.6898	10371.0342	11688.9153	12088.37	11816.2467	12274.6717	8690.7327	5603.9731	9008.5421	8816.7369	11719.7853	9892.5392	32092.5499	25318.6032	25927.0672	40361.5691	38788.9752	32542.4915
PWY-6385	42472.6	53733.4789	56338.2336	44268.8943	52120.4274	57662.501	60153.0725	36886.0382	63249.6868	58805.4279	68589.0555	48091.7178	38507.9837	58390.5247	72681.935	24987.8852	41318.0749	40865.2571	52523.4554	40054.0616	38302.4009	61102.4424	47880.9437	44836.7495	64753.6368	59126.2773	55233.1656	19465.6595	35307.6415	42293.5517	51210.1309	23593.6097	41939.9602	47697.666	49337.4961	47859.0613	63194.9219	40972.0184	69958.2916	41596.3225	43290.1047	50910.3032	51222.1436	24490.881	48839.4766	24671.7234	29868.8626	30590.3173	89933.7681	62342.5577	62380.7571	70455.5629	70046.7647	71465.111	50942.7605	34124.3789	53182.4036	49531.4513	63070.2164	56957.1692	128393.9097	94153.2251	102733.6667	104583.6439	93163.4933	81977.2521
PWY-6386	43343.7799	54856.335	57459.3536	45089.7072	53130.2736	58465.335	61165.035	37600.7911	64686.0676	60062.511	70153.1585	49231.1017	39536.065	59863.0331	74493.0177	25445.6026	41981.9607	41524.7104	51883.9173	39556.6104	37817.5226	60247.468	47335.6718	44287.5244	63777.7447	58205.1866	54372.986	19252.8213	34905.3546	41808.0776	52181.3049	24087.1496	42743.8353	48544.2132	50091.5317	48545.0872	64581.2981	41957.1166	71614.4913	42487.6248	44272.1634	52084.3077	52347.9526	25105.1117	50080.9191	25058.1506	30384.8158	31012.873	88766.01	61569.2569	61599.1072	69326.7883	68908.1842	70335.0842	50184.3299	33598.7173	52372.8629	48901.3225	62233.128	56187.834	129401.3042	94868.2645	103540.5187	105446.1991	94111.076	82734.6835
PWY-6387	43231.216	54772.6911	57300.5968	45919.8491	53352.3537	59798.5605	62050.8254	38255.0572	64922.6727	60528.5014	70406.7353	49290.1675	39080.0398	59611.6216	74006.8475	25325.4874	41717.4178	41325.9086	52973.1853	40498.4864	38490.4061	61589.8502	48246.7518	45311.2684	65523.9675	59614.6727	55849.8315	19787.193	35800.3289	42748.5995	52217.0782	24049.7985	42648.7396	48845.9576	50825.868	49445.6104	64930.8978	42023.8104	71429.2222	42807.6403	44227.9286	52162.0402	52142.9364	24908.4443	49680.4277	24915.2181	30189.8922	30892.6233	90880.5348	63075.0343	63001.5889	71143.0703	70517.0912	71923.1557	51467.5126	34402.5563	53531.4775	50056.6175	64012.0252	57282.3858	132979.7001	97506.9331	106492.2013	107801.0475	95843.7755	84302.6035
PWY-6396	2764.6697	3269.5734	3637.84	5775.1837	7211.9255	5641.3569	8320.0697	4159.2504	6288.5583	3872.0054	4662.0078	2461.3986	2885.0871	3936.6873	5193.9634	371.9173	800.7785	662.6761	3269.4668	2679.1824	2330.2064	4244.9815	3144.0529	3210.3204	4445.9264	3850.7728	3820.3792	1177.6067	2223.4493	2539.3658	2604.0152	1287.5957	1850.5477	6296.0599	5890.9813	4253.1384	7097.1583	3219.2006	6702.7608	2357.7497	2503.2631	2422.1104	4027.2639	1394.8066	3041.8854	447.1364	469.9793	738.6677	5336.6719	3904.5551	3831.3779	4843.7369	4420.5612	4378.9104	3306.6556	2108.6541	3680.4826	3121.4706	3589.2644	3475.3935	16775.2113	12296.0276	13105.9942	11124.6184	9733.4925	9625.4801
